rainfall,water_table_level,market_trend,final_score
,,161491.35721295798,
,,177255.6013061267,
,,129209.77834292746,
,,188975.18934407723,
,,129778.7893435904,
,,76430.66757555009,
,,135361.82785071398,
,,185657.87517869798,
,,155794.43539038143,
,,111403.66277311607,
,,74342.91049614518,
,,130854.68145659851,
,,145329.75682129312,
,,142585.35444516904,
,,178662.92123606885,
,,155069.03929783427,
,,184760.12507605107,
,,179301.855789201,
,,138370.06512227573,
,,225280.6635986741,
,,136787.80915349966,
,,177122.4125017993,
,,153363.86990399475,
,,134298.5398268004,
,,145676.93565808327,
,,155820.47754156083,
,,106614.31670297968,
,,165445.9299807938,
,,101805.77339345874,
,,122243.98136546483,
,,110642.27736167183,
,,124847.60581731226,
,,108594.81014363527,
,,102248.49183861222,
,,107091.29496773392,
,,145742.05385175347,
,,131108.8152474007,
,,97188.60186799752,
,,143118.9041199399,
,,159233.03048807624,
,,246199.47612102414,
,,138500.15729489387,
,,161923.11118129207,
,,156218.6228070618,
,,127503.07019019683,
,,164362.41911832418,
,,143140.80757148835,
,,196965.3459216979,
,,145016.7435746552,
,,86327.34950460106,
,,101711.10009405299,
,,106133.85979720387,
,,119068.53493400192,
,,129193.25016394917,
,,104211.06188895518,
,,73151.92559326753,
,,125181.7324444128,
,,125335.43185514367,
,,128202.06157271944,
,,125585.18734866299,
,,109353.44739384271,
,,13156.253581351162,
,,107082.33330136925,
,,139269.46741900788,
,,144909.39060449437,
,,259614.13179413087,
,,82007.06329711528,
,,136330.42253844443,
,,131599.11814901297,
,,119284.6762125574,
,,146972.010506825,
,,128324.28228902197,
,,212110.81261335398,
,,83522.57169046791,
,,140422.37439415616,
,,119644.74845615948,
,,125160.1167463481,
,,144567.3515759322,
,,134877.27028906922,
,,137123.9515235737,
,,100867.29411480251,
,,150614.1104717849,
,,142372.87967290872,
,,167802.3943915464,
,,110431.56542323058,
,,117240.94222120562,
,,52784.621053306626,
,,139194.0177797849,
,,229830.77560390497,
,,155913.51376606073,
,,109136.0607814402,
,,91219.63924779199,
,,99419.69631541443,
,,97813.88379086748,
,,124216.99564642737,
,,90516.5421537239,
,,142938.2984515173,
,,130992.01458405526,
,,119108.86742690447,
,,126248.66412658311,
,,114891.3723092689,
,,152363.711145182,
,,124676.12236084828,
,,149775.43370092282,
,,144983.283279644,
,,171841.02662980946,
,,177509.2724051603,
,,168688.68522505995,
,,332503.5563554871,
,,270569.23845560884,
,,89297.79151981669,
,,121235.92960810353,
,,250958.19706863925,
,,238830.4892875542,
,,125525.70989711881,
,,86737.57098172279,
,,155855.5147637768,
,,118041.92815718237,
,,133240.96463837798,
,,127531.89615383012,
,,190593.2331847863,
,,333922.91441569914,
,,114900.77968748596,
,,77066.05483946826,
,,170927.23608837914,
,,250956.46483788686,
,,219192.4899622185,
,,239532.79897285032,
,,155565.87895252535,
,,255031.8186168924,
,,222188.127840447,
,,203118.96459156918,
,,180240.79207933418,
,,302627.2590489312,
,,150640.12609579283,
,,157636.19933034756,
,,156263.08945757436,
,,204019.00804921097,
,,184957.97298600705,
,,160372.67812580316,
,,164727.6386616386,
,,117483.87534171867,
,,139535.62228056323,
,,313690.28074882604,
,,253275.2294180507,
,,241706.4298165694,
,,239827.8105579716,
,,214484.73836917029,
,,150511.48528885748,
,,154816.37272437892,
,,235166.019661535,
,,198569.38826091867,
,,174223.75886526366,
,,90450.50271905036,
,,156974.30177886336,
,,92748.60697598034,
,,148595.7691034906,
,,57748.42595902342,
,,137546.07170137812,
,,116156.74516786705,
,,98520.971252939,
,,135267.37426101294,
,,110301.54555295652,
,,77042.44694960007,
,,144510.23759141017,
,,102234.66553589627,
,,134762.1277848769,
,,54178.55524430811,
,,133024.33445511505,
,,117009.89388053035,
,,166591.5868828856,
,,91703.98815074074,
,,153897.4378641749,
,,259395.75735075373,
,,202724.6229163163,
,,284255.5845182952,
,,342268.1945357741,
,,199337.83786432544,
,,200255.85487025438,
,,150711.40790737345,
,,284971.1145819961,
,,120069.86112367999,
,,82912.60785125695,
,,102800.81967075675,
,,63569.47519390045,
,,107321.9843666079,
,,51050.93086006381,
,,53577.55907032044,
,,234019.8860810479,
,,261620.3640527125,
,,178698.85144118057,
,,191080.13450746555,
,,182589.60738584524,
,,164043.80442929146,
,,170504.53896593268,
,,204682.0883486161,
,,169190.65141745852,
,,175282.0385708981,
,,258778.99243558547,
,,232574.10944424118,
,,184045.1066874371,
,,360041.58592036803,
,,155649.0827268239,
,,185666.1392093486,
,,130729.17288950144,
,,181822.0104150367,
,,78344.69786403172,
,,123585.71035565401,
,,79214.2700790128,
,,76555.1293324568,
,,81208.53134929942,
,,84870.55372299594,
,,93406.71043985957,
,,136925.54343277682,
,,158122.67819390268,
,,155356.31062654292,
,,167893.59369508942,
,,135107.12921364675,
,,147591.38275536103,
,,266685.1110887754,
,,218730.64437387898,
,,124612.75600337288,
,,155181.38592911186,
,,374611.06780152064,
,,195627.618374763,
,,283076.3894445385,
,,200762.42145095818,
,,407281.04749155114,
,,165053.48822717858,
,,411444.96376549714,
,,277982.9863929369,
,,234645.83996915288,
,,262011.85140659657,
,,163631.6095451311,
,,201473.1787806208,
,,174477.79169979692,
,,174047.42802904584,
,,185311.70311477306,
,,185430.75816043647,
,,163371.39807809892,
,,194749.02827208553,
,,189195.0841666877,
,,171720.33064850813,
,,246366.9129029567,
,,172438.75539349896,
,,204902.6669487466,
,,453644.81928466534,
,,409048.33797914744,
,,274553.77891895355,
,,178497.8243250035,
,,255829.0190988692,
,,170021.5238047752,
,,77361.01704150245,
,,223272.19069071297,
,,162015.17478518808,
,,192205.25369597142,
,,229025.38982818686,
,,176419.3106255927,
,,194965.23265070003,
,,301878.3155873769,
,,143937.1483183185,
,,145403.65439699194,
,,206208.69069091056,
,,260683.74661135976,
,,252204.08243268414,
,,228833.04326797285,
,,245088.3670709803,
,,206705.83619127845,
,,160710.3369695859,
,,149087.1071860395,
,,155457.62510202007,
,,151895.13691900688,
,,130923.46514620901,
,,143427.10696763865,
,,163841.6529331451,
,,139549.8890331516,
,,132197.45275998197,
,,69933.5309869054,
,,119698.5739020977,
,,118608.37859922572,
,,97767.13877487138,
,,125900.5612961851,
,,111594.80913400197,
,,132806.5675639119,
,,104354.87660510172,
,,98607.69238831138,
,,124050.25861682768,
,,115833.96244236398,
,,146732.59895644538,
,,159312.92475356083,
,,158258.405227658,
,,115543.92645458634,
,,154288.69760248662,
,,135120.6701987814,
,,161410.76787903672,
,,145714.3141215492,
,,131009.68016896672,
,,134265.77064733708,
,,99217.08042187773,
,,150040.47408017147,
,,327895.16129272693,
,,435121.73671782494,
,,471075.6599447494,
,,535945.7907797002,
,,343320.5505135901,
,,245929.1349902244,
,,270404.4177196088,
,,394641.48665121,
,,344959.2824214122,
,,388361.1295812705,
,,392392.34430946124,
,,471520.9689004189,
,,602530.5509518634,
,,614481.2438491918,
,,376590.07924217597,
,,312915.75062486756,
,,375416.16983703605,
,,236032.59478051282,
,,302972.2505942491,
,,276345.48194131476,
,,310916.96650003473,
,,333368.4971809818,
,,336583.79737510113,
,,278402.5128841156,
,,294480.8308470664,
,,263614.50990080385,
,,236170.29202907401,
,,353643.21148092434,
,,404445.0055191745,
,,285301.6337101566,
,,238117.4692706067,
,,226246.3784957189,
,,185639.3618930981,
,,196167.45765119026,
,,212875.72637985702,
,,213935.869753748,
,,548194.0799498771,
,,351230.684029206,
,,344896.76643256267,
,,231699.90840829723,
,,299033.4388979987,
,,248203.98646036463,
,,170692.4145247267,
,,155998.06163738048,
,,176615.31363780837,
,,176941.69163986883,
,,178143.46590272457,
,,191066.21679521966,
,,183928.80863254573,
,,160492.7494265346,
,,177240.7018498562,
,,192325.15175968205,
,,168020.77668841826,
,,148611.7637539704,
,,206982.96665558638,
,,211166.6966272688,
,,180509.92847156298,
,,174824.3515292786,
,,188689.41086687281,
,,199071.5355404851,
,,207413.4884485061,
,,189915.32391717003,
,,219666.07974691907,
,,256015.52589419327,
,,253208.1334344422,
,,259424.2291733933,
,,151145.61022814215,
,,175832.1543317255,
,,191745.7807667217,
,,154673.64735666104,
,,263425.3889168805,
,,176637.41635656028,
,,229261.5336726199,
,,178453.92191251073,
,,358572.974072335,
,,390815.1096422633,
,,343825.05777249055,
,,309110.027595261,
,,304959.0173720393,
,,247316.97436616253,
,,297522.6298390833,
,,250132.84438274644,
,,241439.82996240447,
,,261260.09947410863,
,,433833.5811409543,
,,266344.6291162529,
,,250677.6386366328,
,,271259.63763267826,
,,233707.8147229742,
,,304917.971115988,
,,266603.8346892717,
,,261409.7481047056,
,,241047.27463135612,
,,428358.92149473325,
,,271644.5742717878,
,,198619.83647174787,
,,212830.64518130993,
,,241950.73621769535,
,,248486.0708689081,
,,223663.99353367992,
,,272947.1965945228,
,,349516.3919492427,
,,216037.81006019414,
,,290332.4392655784,
,,255396.63273479725,
,,254198.2740651224,
,,225021.44382690892,
,,265813.7082250894,
,,280249.56541596894,
,,258363.05280632104,
,,173642.476622261,
,,237120.20513151682,
,,221934.84884972995,
,,166075.84826573482,
,,152136.0679009579,
,,140195.63206747407,
,,190549.83408847754,
,,191004.32202041103,
,,176923.83840659773,
,,169341.0834392491,
,,132673.44674714285,
,,166270.62517418683,
,,210395.86197924314,
,,202000.73191437268,
,,242486.96441362097,
,,181472.65570636487,
,,177564.82046952323,
,,119261.29711024076,
,,145422.42291278412,
,,169957.14129758274,
,,152990.61707666647,
,,145615.98726490155,
,,86376.6887437781,
,,74111.12573088621,
,,120206.27084132253,
,,138338.74201654363,
,,137455.0278722347,
,,125900.47700812253,
,,120911.82465625768,
,,126596.50741409053,
,,123418.15816832436,
,,61496.809672435076,
,,118186.86039532718,
,,300364.0223022681,
,,215613.31394338285,
,,272576.14765166905,
,,157499.9496292309,
,,180209.0572693489,
,,237300.5105295512,
,,176365.27706817325,
,,161053.2995273204,
,,164283.82665414186,
,,163406.84629596194,
,,170098.49713011816,
,,344190.3741321858,
,,193635.92456983952,
,,259685.13220363032,
,,195435.4083388782,
,,154300.00364897534,
,,145860.71007127987,
,,195916.15577808136,
,,200928.94551813288,
,,189832.47993523086,
,,196437.218648223,
,,157065.0246992892,
,,231660.88573622992,
,,213489.98707523404,
,,152594.47448859896,
,,117885.44207983394,
,,240759.3413564406,
,,181848.75026307246,
,,207406.2901985497,
,,210261.92323725592,
,,121550.59194284378,
,,135284.4716028046,
,,115040.98442391062,
,,159382.54696153785,
,,184128.42662465645,
,,147293.42693864,
,,129794.990299856,
,,115508.60544069228,
,,120404.52113784335,
,,148535.50925262005,
,,174293.89624803027,
,,115560.13169776126,
,,153278.42805532267,
,,163899.45902126224,
,,146998.94485166206,
,,151875.48856882192,
,,184568.8495536275,
,,162540.72688359523,
,,119366.32442281961,
,,171903.9942518959,
,,124777.295984267,
,,76026.05971289484,
,,101950.11038071357,
,,139381.6926761574,
,,160760.90284227525,
,,150964.71189935203,
,,120700.32051780308,
,,141629.5266594733,
,,153605.3948344105,
,,114199.54051518704,
,,187637.5061592,
,,161812.40649253,
,,248944.69628242825,
,,211170.8005727875,
,,179808.55702217147,
,,99364.54971433524,
,,95515.84955105234,
,,164974.2526294232,
,,169066.68802522964,
,,169368.91495107644,
,,163280.73776669276,
,,152188.83234902486,
,,145354.67328637667,
,,122349.17338058822,
,,153234.19155100657,
,,150961.7403677924,
,,165887.2502219461,
,,148539.14039974977,
,,135724.14858819637,
,,130960.15725806338,
,,119871.89655060807,
,,129006.36601605425,
,,113017.51058100919,
,,159447.2211844486,
,,103527.72746000126,
,,141375.9304083462,
,,103290.74766768812,
,,86964.00958905947,
,,140578.2103013241,
,,137534.70058226105,
,,119465.43171667983,
,,94858.06051281297,
,,147429.13474973102,
,,148062.40057437794,
,,108923.38542429262,
,,103254.10169999785,
,,137099.8300848012,
,,130875.15654240713,
,,146884.08406776015,
,,61623.58716338663,
,,96566.39518651394,
,,111502.55242675164,
,,74026.44393834965,
,,175182.16912770472,
,,142921.8937712223,
,,178848.80181924382,
,,207387.81665020235,
,,144916.22032220504,
,,127706.65847101614,
,,152798.19773576077,
,,153483.81720183935,
,,102310.77655741798,
,,124137.0916589595,
,,100052.98012773533,
,,121121.63275396674,
,,82334.27396206468,
,,142531.33003957916,
,,135930.42216968627,
,,140116.36967273252,
,,116092.26989005736,
,,131864.6649657811,
,,127824.13808357758,
,,146136.09214444397,
,,136965.1924609972,
,,156527.87053158728,
,,150037.03385419975,
,,114772.10711268247,
,,105456.86412977042,
,,112736.93431590789,
,,116473.72213293058,
,,125369.91303281064,
,,104912.98035058331,
,,62579.425806167324,
,,128500.31079074828,
,,119485.06274866972,
,,143720.18898221097,
,,103197.78836779161,
,,93625.50573619042,
,,132643.11683849595,
,,146463.16423415873,
,,102601.47406780825,
,,100990.58197204044,
,,116765.29971416747,
,,90747.30490531285,
,,80948.72095891548,
,,41018.10191173586,
,,35426.17826620944,
,,94381.38168931079,
,,100910.86371876547,
,,115634.5914262007,
,,94920.40495289229,
,,109715.52933770967,
,,109800.41948868825,
,,279134.64906095684,
,,169251.99393119945,
,,115995.18189087756,
,,164066.9417311116,
,,53940.684762523495,
,,134806.0056837334,
,,92999.12085813835,
,,130035.78165716573,
,,125763.25976140497,
,,147602.497114532,
,,36332.7520525823,
,,40264.69989302463,
,,218299.01196289787,
,,148857.40296824533,
,,188419.33406380942,
,,140258.0128956392,
,,120853.75737167361,
,,136242.29045784127,
,,133665.0069468756,
,,107437.71728879918,
,,127042.56460806912,
,,85520.83272237197,
,,129338.12994407586,
,,107571.24603014065,
,,140455.7781213224,
,,141243.6283998266,
,,65863.00463059222,
,,103058.730541753,
,,117223.89758909102,
,,135266.38325067353,
,,129193.71791449228,
,,211163.45411419508,
,,172151.10381892422,
,,156232.42147237994,
,,148626.85176561473,
,,183502.94296057356,
,,102027.78132920942,
,,68420.99018772795,
,,157630.8615028157,
,,107644.46515390511,
,,123898.56663671148,
,,103250.27819546236,
,,123530.12023313434,
,,69818.04833339929,
,,125890.28927513787,
,,88539.4143799922,
,,186946.44957838647,
,,178217.5012963976,
,,172655.65069718336,
,,66414.16655422699,
,,110845.6157332965,
,,62962.625541328925,
,,173839.1174590977,
,,151062.87325433767,
,,162251.73648000858,
,,118071.5341140967,
,,117620.98174091401,
,,136772.1420197539,
,,123132.79472170348,
,,144879.2324923908,
,,133370.76120213905,
,,155799.35715271294,
,,161466.9917515996,
,,173028.61828464273,
,,67796.84384182161,
,,147104.0692997629,
,,147063.82502020104,
,,147082.21083355296,
,,84175.30084930196,
,,184298.57661915882,
,,140645.94046626065,
,,118234.101362101,
,,132948.7070590488,
,,119748.0234915876,
,,55982.57285361463,
,,163107.41028689194,
,,102021.99904499733,
,,134797.6589737215,
,,88855.34955870626,
,,140674.62862728912,
,,136818.6941823417,
,,108519.27652375249,
,,100726.95570206075,
,,151216.9794848108,
,,153392.5218901892,
,,291649.9483892131,
,,265830.0163269711,
,,199130.3459185349,
,,256279.74039999634,
,,219007.2462161342,
,,136729.5861313644,
,,115096.67643825083,
,,151005.82896758823,
,,154852.44924501097,
,,129638.85277444911,
,,124414.83278814098,
,,133731.21377697843,
,,155903.61272127632,
,,119987.13426138378,
,,276281.1353626121,
,,277914.34325445653,
,,290052.5376762242,
,,297091.6624522269,
,,304036.2926244036,
,,301365.4943532045,
,,349015.2337572395,
,,228895.03357600918,
,,226519.1300044132,
,,298720.53052252025,
,,240351.5435865896,
,,233577.2818683624,
,,205078.05293173122,
,,230807.8846778329,
,,176856.44304005435,
,,221188.61747839773,
,,186452.2047286437,
,,290768.82172512024,
,,253992.79041825875,
,,182498.18548779938,
,,146611.65845583563,
,,144293.48224288836,
,,247761.07408556846,
,,194789.5250216732,
,,204880.11568931874,
,,143163.49897314954,
,,128185.98035416813,
,,198058.27873426574,
,,223180.5854631254,
,,201391.41842450283,
,,191228.36484627877,
,,186570.06553699347,
,,212421.46983437426,
,,250990.94738110117,
,,184476.69926236902,
,,206025.8726969374,
,,205513.15458609248,
,,131502.56751935228,
,,138245.23475586044,
,,147462.2611355373,
,,165525.97133452632,
,,124361.63472046141,
,,136115.4852518411,
,,124833.567519109,
,,112732.83030293872,
,,144395.8873705753,
,,132494.1278676127,
,,239956.9312399484,
,,267752.3792879702,
,,222810.9413503622,
,,272495.18526162085,
,,331257.7347149746,
,,195961.86960011462,
,,228614.23589196705,
,,237017.63667012582,
,,194530.63504078105,
,,304990.8783617736,
,,202146.593064494,
,,211738.89545017044,
,,193551.48301404825,
,,166611.6949108283,
,,225976.12169268,
,,149470.6429049751,
,,141053.37723066454,
,,293707.4255284847,
,,172636.51546771577,
,,196590.07040913717,
,,176661.894879381,
,,182960.71534844104,
,,111568.17070744657,
,,154510.5307417302,
,,93632.23141717566,
,,181964.57695873798,
,,156778.73722870025,
,,119927.66008711763,
,,131763.3588396514,
,,289886.372000685,
,,150516.52472609165,
,,110999.79684739102,
,,86904.53487448952,
,,117267.69865468498,
,,93971.70682174838,
,,97544.1360375163,
,,84200.62327677301,
,,131697.54867374073,
,,99473.52756786723,
,,122814.28119031664,
,,117985.68941833668,
,,131266.3674870999,
,,113289.4174956678,
,,174066.11427677286,
,,158356.33500331562,
,,64397.02680041383,
,,151999.0470192595,
,,214511.13446827384,
,,113600.66930078203,
,,148326.28460316226,
,,146318.865816959,
,,139645.01235557842,
,,147730.9938430298,
,,159835.9610512849,
,,133979.87487359325,
,,128477.67217121545,
,,231951.06066627754,
,,201971.26765763268,
,,171412.45503509507,
,,146100.6739923946,
,,163400.49601962173,
,,164872.0777307071,
,,161568.62880899376,
,,187722.4908752151,
,,138545.76353979338,
,,176700.4040333598,
,,187397.3260205818,
,,168821.77610202745,
,,170601.8369498917,
,,214030.94838695342,
,,120721.54044278682,
,,147059.61076930026,
,,125326.8154510951,
,,122975.6497920897,
,,210517.3143099272,
,,327339.7506191058,
,,212262.172922967,
,,137227.39170012667,
,,113766.98727009234,
,,71753.58918928773,
,,88428.86366256188,
,,82014.90652648227,
,,217986.5884934239,
,,55000.325014627495,
,,239832.50322504176,
,,231820.818581499,
,,227227.25301457857,
,,222792.988159324,
,,152947.83601813042,
,,161518.9141695307,
,,128871.38008057432,
,,185915.71315954946,
,,158305.57497699463,
,,124764.26090670035,
,,362649.85841769667,
,,345875.50319709047,
,,234498.3238013629,
,,435019.6620624352,
,,317474.971339018,
,,209701.22446609155,
,,179207.6766241525,
,,207092.19741405937,
,,230800.31733404053,
,,199197.08976316502,
,,156891.4562457452,
,,343421.2780392977,
,,453667.50841635553,
,,147994.11373591184,
,,109553.10356840372,
,,163003.84736241936,
,,177403.25969446645,
,,92485.8271830119,
,,119410.52542644391,
,,81272.29658160642,
,,172700.23896539432,
,,85043.20105798097,
,,94849.10323265186,
,,79338.77900133385,
,,130803.27503830745,
,,134798.36473652124,
,,178232.83265809284,
,,122588.96909904863,
,,146631.06093706103,
,,152979.98201649217,
,,118162.8729457368,
,,213277.06216072908,
,,165786.15388984449,
,,169875.47598870157,
,,249958.82981078097,
,,189562.46745516252,
,,173651.44047634042,
,,157233.675189124,
,,209953.11091989293,
,,200361.5347890101,
,,176348.30574259866,
,,194554.75683941427,
,,183659.07243468447,
,,278183.33647540194,
,,252355.09132660882,
,,168627.7590619668,
,,167325.94607171408,
,,172754.42988529435,
,,165270.470017336,
,,191906.9673609045,
,,202421.46412166354,
,,181271.67511579304,
,,197163.64360692078,
,,190944.95528782217,
,,373864.77339174034,
,,321078.7846275237,
,,419246.0127555917,
,,121999.95427108112,
,,311428.4993845015,
,,137652.45240585465,
,,198752.88550593753,
,,223478.60481651555,
,,178233.60486305138,
,,187758.28127940695,
,,225303.10812785357,
,,237700.33613534455,
,,262828.73510335723,
,,147593.30997801354,
,,183314.15397644095,
,,187023.75524521092,
,,160512.34663382432,
,,311703.130174968,
,,187164.2898038233,
,,145904.3684329885,
,,200310.65066444245,
,,172156.2378526703,
,,322057.6686703349,
,,139878.784005864,
,,140597.46479346053,
,,107933.24745885498,
,,116508.0514735704,
,,116481.16592028867,
,,178462.5757867791,
,,103297.7442818388,
,,94611.47538463904,
,,94213.73651613206,
,,101697.15380959568,
,,90069.18668516472,
,,85079.64851757935,
,,118227.85890477365,
,,142575.7531071566,
,,153992.1281628214,
,,138125.6957401494,
,,114864.28085370571,
,,390830.2208853705,
,,458495.8654960584,
,,395930.3471320469,
,,484431.7909410679,
,,312337.99753289466,
,,400444.09603740834,
,,453553.5598573769,
,,360290.961902845,
,,428577.0752383634,
,,476486.38789572415,
,,379477.6666506003,
,,245275.0780978912,
,,320103.3180709221,
,,615597.596346495,
,,420127.4461466667,
,,258090.37215910407,
,,296539.5057564469,
,,458980.3590015168,
,,357941.0960062498,
,,306777.91917911486,
,,341686.9419537412,
,,177733.32691371551,
,,252342.48366445553,
,,261055.35947963514,
,,407928.33803666435,
,,212738.3165909588,
,,240623.4799399007,
,,165767.93917878254,
,,168459.30283550476,
,,207115.1941799508,
,,209842.3324426593,
,,216594.82131467582,
,,190381.0572405927,
,,154822.23141526603,
,,182939.8337141056,
,,184471.99992377506,
,,198526.68775173134,
,,208688.1857116139,
,,159730.98470795248,
,,196042.77731382163,
,,202014.30718773406,
,,197942.77725401244,
,,168843.9821772854,
,,233946.6906760493,
,,190948.7702105778,
,,188840.3884078005,
,,207690.3260852918,
,,201987.72410472165,
,,282787.41200332204,
,,300613.0120452376,
,,263956.8067975005,
,,275095.49586761725,
,,376915.67939621396,
,,273000.9089621586,
,,308415.25459092873,
,,373610.276711681,
,,335189.93021311716,
,,306544.8973883671,
,,250261.88260204505,
,,323741.82124070445,
,,255985.70261623937,
,,226925.45584127118,
,,224406.3113572343,
,,260278.89214053412,
,,290120.49255338364,
,,265028.7851007082,
,,215027.74384932834,
,,237932.0920448495,
,,311689.3076904184,
,,240845.73502568697,
,,199366.8725144066,
,,247485.062914517,
,,176068.50733793038,
,,206366.28802137784,
,,260564.38886557936,
,,226775.826728654,
,,361811.93297524424,
,,223894.58600331115,
,,244486.09942759998,
,,248852.9632948778,
,,212232.0662919873,
,,152213.97260786346,
,,204061.19165352377,
,,186944.17309269495,
,,155176.57626627907,
,,155669.36460958023,
,,152361.0625898655,
,,184217.3840620334,
,,164856.13923149873,
,,178596.4043549001,
,,152327.66776742242,
,,206408.5976465228,
,,200947.5234523217,
,,173517.92824026273,
,,160164.30819574403,
,,181569.50757296404,
,,205030.1928303145,
,,193379.85320052545,
,,164820.5603558023,
,,125226.1861813558,
,,150090.56829596724,
,,146180.30733591339,
,,115807.96049747709,
,,127109.89272108316,
,,134050.0060015387,
,,179924.6219146531,
,,153593.1585096901,
,,265663.026795411,
,,343802.91121197806,
,,212632.6836563272,
,,160706.04628591018,
,,194850.48036252364,
,,159217.53715517608,
,,157058.7578491359,
,,149015.31636852905,
,,163420.37734809317,
,,160789.9371990447,
,,283764.0658792325,
,,261549.74559718207,
,,308907.1933635024,
,,310135.5151836202,
,,331438.4331036305,
,,164904.12339701498,
,,166344.40356006406,
,,210523.37853675467,
,,154816.49623867834,
,,204056.10635140867,
,,332717.0197562754,
,,254944.83431339604,
,,218279.14292096763,
,,309880.16683827783,
,,174292.79313505444,
,,150541.13069493702,
,,303364.9714325633,
,,211400.86452408246,
,,182748.9095290779,
,,167427.65724892376,
,,152062.68391585202,
,,158084.34088786374,
,,208723.6800144717,
,,145153.58922408716,
,,234890.23218350325,
,,139951.69553254533,
,,153121.14241088636,
,,145647.1486024889,
